A World Without Email -- Cal Newport -- null, null, 2021 -- Penguin Publishing Group -- 01df625471dd63018ce970fcf3a96b69 -- Anna’s Archive	—	—	firma
A translation approach to portable ontology specifications	estudos-ontologias/onto-fundamento	paper	firma
ABNT NBR ISO/IEC 27701:2019	seguranca-privacidade/seg-dados-privacidade	norma-tecnica	firma
ABNT NBR ISO_IEC 27002 _ Tecnologia da informação — Técnicas -- Associação Brasileira De Normas Técnicas Abnt Nbr Iso_Iec -- 2005 -- ABNT -- isbn13 9788507006480 -- 62e1020583370899e70398aca4fb4a32 -- Anna’s Archive	—	—	firma
ACCORD_D2.1_Technical_Report_Existing_Models	estudos-ontologias	relatorio	firma
AI Engineering (for True Epub) -- Chip Huyen -- 2024 -- O'Reilly Media, Inc_ -- 9158ae54a30c2dc321ba23c12a596f97 -- Anna’s Archive	—	—	firma
API Security in Action (Audiobook) -- Neil Madden; Safari, an O'Reilly Media Company -- 1st edition, Erscheinungsort nicht ermittelbar, 2021 -- isbn13 9781617296024 -- 9a03298451610b04bcd579b342d8c855 -- Anna’s Archive	—	—	firma
ARRANJOS INSTITUCIONAIS E CAPACIDADES ESTATAIS EM NÍVEL SUBNACIONAL	—	—	firma
ATTACK_Design_and_Philosophy_March_2020	seguranca-privacidade/seg-deteccao-resposta	relatorio	firma
Aaron Brown - Red-Blooded Risk_ The Secret History of Wall Street-Wiley (2011)	estado-organizacoes	livro	firma
About face the essentials of interaction design The -- Alan Cooper,Robert Reimann,David Cronin, et al_John Wiley & -- 4_, Auflage, New York, NY, 2014 -- isbn13 9781118766408 -- d0c23629f2f3237ceacf438608bbe0b0 -- Anna’s Archive	—	—	firma
Abrucio_1997	—	—	firma
Absorptive Capacity	estado-organizacoes/capacidade-estatal	livro	firma
Absorptive Capacity A New Perspective on Learning and Innovation	—	—	firma
Academic Literature on Open Source Research & Methods	—	—	firma
Accelerate	engenharia-software/gestao-engenharia	livro	firma
Acórdão 1200 de 2014 Plenário	—	—	firma
Acórdão 1464 de 2019 Plenário	—	—	firma
Acórdão 2569 de 2018 Plenário	—	—	firma
Acórdão 2591 de 2021 Plenário	—	—	firma
Adam Shostack - Threat Modeling_ Designing for Security	seguranca-privacidade	livro	firma
Advanced_Cyber_Threat_Intelligence_Resources	seguranca-privacidade	guia	firma
Advanced_Cyber_Threat_Intelligence_Study_Guide__1_	seguranca-privacidade	guia	firma
After-the-Welfare-State-PDF	—	—	pessoal
Ajuda:Despachar um expediente	platafirma	guia	firma
Ajuda:Escrever um processo	platafirma	guia	firma
Alexandre Póvoa - Valuation_ como precificar ações (2012, Elsevier) - libgen.lc	—	—	pessoal
Amartya Sen - Interdependence and Global Justice	—	—	pessoal
Ameaça da Computação Quântica e a Transição para a Criptografia Pós-Quântica_ Relatório Executivo de Segurança	seguranca-privacidade/seg-cripto	relatorio	firma
An Introduction to Information Retrieval	ia/ia-rag	livro	firma
An Ontology-based Approach for DDD of Microservice Architectures	—	—	firma
An Ontology-based Approach for Domain-driven Design of Microservice Architectures	estudos-ontologias/onto-engenharia	paper	firma
Analysing policy _ what's the problem represented to be_ -- Carol Lee Bacchi -- Pearson Education (AUS), Frenchs Forest, N_S_W_, 2009 -- Pearson -- isbn13 9780733985751 -- 7aa9c6f5db34961382bf2c1eb4c114d2 -- Anna’s Archive	—	—	firma
Anthropic Engineering - AI-resistant-technical-evaluations (snapshot 2026-08-01)	—	—	firma
Anthropic Engineering - advanced-tool-use (snapshot 2026-08-01)	—	—	firma
Anthropic Engineering - april-23-postmortem (snapshot 2026-08-01)	—	—	firma
Anthropic Engineering - building-c-compiler (snapshot 2026-08-01)	—	—	firma
Anthropic Engineering - building-effective-agents (snapshot 2026-08-01)	—	—	firma
Anthropic Engineering - claude-code-auto-mode (snapshot 2026-08-01)	—	—	firma
Anthropic Engineering - claude-code-best-practices (snapshot 2026-08-01)	—	—	firma
Anthropic Engineering - claude-code-sandboxing (snapshot 2026-08-01)	—	—	firma
Anthropic Engineering - claude-think-tool (snapshot 2026-08-01)	—	—	firma
Anthropic Engineering - code-execution-with-mcp (snapshot 2026-08-01)	—	—	firma
Anthropic Engineering - contextual-retrieval (snapshot 2026-08-01)	—	—	firma
Anthropic Engineering - demystifying-evals-for-ai-agents (snapshot 2026-08-01)	—	—	firma
Anthropic Engineering - desktop-extensions (snapshot 2026-08-01)	—	—	firma
Anthropic Engineering - effective-context-engineering-for-ai-agents (snapshot 2026-08-01)	—	—	firma
Anthropic Engineering - effective-harnesses-for-long-running-agents (snapshot 2026-08-01)	—	—	firma
Anthropic Engineering - equipping-agents-for-the-real-world-with-agent-skills (snapshot 2026-08-01)	—	—	firma
Anthropic Engineering - eval-awareness-browsecomp (snapshot 2026-08-01)	—	—	firma
Anthropic Engineering - harness-design-long-running-apps (snapshot 2026-08-01)	—	—	firma
Anthropic Engineering - infrastructure-noise (snapshot 2026-08-01)	—	—	firma
Anthropic Engineering - managed-agents (snapshot 2026-08-01)	—	—	firma
Anthropic Engineering - multi-agent-research-system (snapshot 2026-08-01)	—	—	firma
Anthropic Engineering - swe-bench-sonnet (snapshot 2026-08-01)	—	—	firma
Anthropic Engineering - writing-tools-for-agents (snapshot 2026-08-01)	—	—	firma
Application of Future Studies by Intelligence Service to Optimize Public Policies	—	—	firma
Arcabouço TI BR V2	governo-digital	levantamento	firma
Architecture Modernization	arquiteturas/design-dominios	livro	firma
Architecture Patterns with Python -- Bob Gregory & Harry Percival [Gregory, Bob & Percival, -- 2020 -- O'Reilly Media, Inc_ -- c3ec815df69d26ae8f278618d524a34a -- Anna’s Archive	—	—	firma
Are Your Lights On?	arquiteturas/arquitetura-negocios	livro	firma
Armadilha de Capacidade e tecnologia no Estado brasileiro	estado-organizacoes/capacidade-estatal	paper	firma
Artigo+11_Tecnologias+da+informação,+concentração+de+conhecimentos+e+relações+internacionais+(1)	—	—	firma
As Geometrias do CAR	governo-digital/sistemas-federais-br	livro	firma
Aswath Damodaran - Investment Valuation_ Tools and Techniques for Determining the Value of Any Asset,  (2002, Wiley) - libgen.lc	—	—	pessoal
Ato 2436 - Anatel - Requisitos de SI para conformidade	—	—	firma
Auditoria da Auditoria de TI	—	—	firma
BEIR: A Heterogeneous Benchmark for Zero-shot Evaluation of Information Retrieval Models	ia/ia-rag	paper	firma
BFO2-Reference	estudos-ontologias/onto-fundamento	guia	firma
BIZBOK Guide	arquiteturas/arquitetura-negocios	guia	firma
BigID Professional Course Handbook	seguranca-privacidade/seg-dados-privacidade	guia	firma
Bitcoin White Paper	—	paper	pessoal
Brent Chapman - CompTIA CySA+ Cybersecurity Analyst Certification All-in-One Exam Guide (Exam CS0-002) (2021, McGraw-Hill Education) - libgen.li	seguranca-privacidade	livro	firma
Bresser-Pereira - Uma reforma gerencial da administração púlica no Brasil	—	—	firma
Bridging-Intel-Policy-Divide	—	—	firma
Brooks_1986_-_No_Silver_Bullet	—	—	firma
Build a Large Language Model (From Scratch) -- Sebastian Raschka -- 2024 -- Manning Publications Co_ LLC -- isbn13 9781633437166 -- da37a83a6833048cedff22fda0dfc2b8 -- Anna’s Archive	—	—	firma
Building Event-Driven Microservices	engenharia-software/microsservicos	livro	firma
Building Microservices (2nd)	engenharia-software/microsservicos	livro	firma
Building State Capability	estado-organizacoes/capacidade-estatal	livro	firma
Building_Ontologies_with_Basic_Formal_On	estudos-ontologias/onto-engenharia	livro	firma
BusinessWriting Effective Use Cases Cockburn -- Addison-Wesley -- fd1e55164c9c8172d9dea6f904397147 -- Anna’s Archive	—	—	firma
Byung-Chul Han - The Burnout Society (2015, Stanford Briefs)	—	—	pessoal
Byung-Chul Han - The Transparency Society (2015, Stanford Briefs)	—	—	pessoal
C-OWL: Contextualizing Ontologies	estudos-ontologias/onto-engenharia	paper	firma
CAPACIDADES ESTATAIS E SEUS EFEITOS	—	—	firma
CEPESC___coletânea	seguranca-privacidade/seg-cripto	coletanea	firma
CHS-2019 - João Francisco Cassino	—	—	firma
CIS 8.1	—	—	firma
CIS Controls v8	seguranca-privacidade/seg-governanca-controles	framework	firma
CIS Docker Benchmark v1.7 PDF	seguranca-privacidade/seg-plataforma-aplicacoes	norma-tecnica	firma
CIS VMware ESXi 8.0 Benchmark V1.3.0 PDF	—	—	firma
CISSP Guide - Shon Harris	seguranca-privacidade	livro	firma
CIS_Apache_HTTP_Server_2.4_Benchmark_V2.3.0	—	—	firma
CIS_Google_Android_Benchmark_v1.6.0	seguranca-privacidade/seg-plataforma-aplicacoes	norma-tecnica	firma
CIS_Google_Cloud_Platform_Foundation_Benchmark_v5.0.0	seguranca-privacidade/seg-plataforma-aplicacoes	norma-tecnica	firma
CIS_Google_Container-Optimized_OS_Benchmark_v1.2.0	seguranca-privacidade/seg-plataforma-aplicacoes	norma-tecnica	firma
CIS_Linux_Mint_22_Benchmark_v1.0.0	seguranca-privacidade/seg-plataforma-aplicacoes	norma-tecnica	firma
CIS_MariaDB_10.11_Benchmark_v1.0.0	seguranca-privacidade/seg-plataforma-aplicacoes	norma-tecnica	firma
CIS_Mozilla_Firefox_102_ESR_Benchmark_v1.0.0.ARCHIVE	seguranca-privacidade/seg-plataforma-aplicacoes	norma-tecnica	firma
CIS_NGINX_Benchmark_v3.0.0	seguranca-privacidade/seg-plataforma-aplicacoes	norma-tecnica	firma
CIS_PostgreSQL_18_Benchmark_v1.0.0	seguranca-privacidade/seg-plataforma-aplicacoes	norma-tecnica	firma
CMMI	engenharia-software/gestao-engenharia	modelo-de-maturidade	firma
COBIT 2019 Framework Governance and Management Objectives{COBIT}(2019){106576851} libgen.li	—	—	firma
CTIR-Taxonomiatabela	seguranca-privacidade/seg-deteccao-resposta	vocabulario	firma
Capturing and Using Software Architecture Knowledge for Architecture-Based Software Development (2005) - Babar, Gorton, Jeffery	—	—	firma
Cartilha do Catálogo Nacional de Dados	—	—	firma
ColBERT: Efficient and Effective Passage Search via Contextualized Late Interaction over BERT	ia/ia-rag	paper	firma
ColBERTv2: Effective and Efficient Retrieval via Lightweight Late Interaction	ia/ia-rag	paper	firma
Compliance - Finance	estado-organizacoes	guia	firma
Compliance - Investigações	estado-organizacoes	guia	firma
Compliance - Pilares	estado-organizacoes	guia	firma
Compliance - Risk Assessment	estado-organizacoes	guia	firma
Compliance Digital	estado-organizacoes	guia	firma
Compliance na América Latina	estado-organizacoes	guia	firma
Conn Iggulden - Genghis_ Birth of an Empire-Dell (2008)	—	—	pessoal
Consolidação de Matrizes Criptográficas e Normativas V2	seguranca-privacidade/seg-cripto	levantamento	firma
Consolidação de Matrizes PQC	seguranca-privacidade/seg-cripto	levantamento	firma
Context Mapper	arquiteturas/design-dominios	livro	firma
Continuous Architecture in Practice	arquiteturas/arquitetura-software	livro	firma
Continuous Discovery Habits	produtos-digitais/product-design	livro	firma
Cook.1998.HowComplexSystemsFailRevG	—	—	firma
Copy of D11856	seguranca-privacidade	decreto	firma
Cracking the PM Career	produtos-digitais/product-management	livro	firma
Cryptography Engineering -- Bruce Schneier_ Niels Ferguson_ Tadayoshi Kohno	seguranca-privacidade/seg-cripto	livro	firma
D sem nº	—	—	firma
D10046	—	—	firma
D10566	—	—	firma
D10569	—	—	firma
D10748	—	—	firma
D10777	—	—	firma
D10778	—	—	firma
D11200	—	—	firma
D11299	—	—	firma
D11491	—	—	firma
D11693	—	—	firma
D11816	—	—	firma
D12069	—	—	firma
D12103	—	—	firma
D12198	—	—	firma
D12572	seguranca-privacidade/seg-governanca-controles	decreto	firma
D12573	seguranca-privacidade	decreto	firma
D12725	—	—	firma
D12853	—	—	firma
D18	estudos-ontologias/onto-fundamento	relatorio	firma
D3897	—	—	firma
D4073	—	—	firma
D6618	—	—	firma
D7579	—	—	firma
D7724	governo-digital	decreto	firma
D7845	seguranca-privacidade	decreto	firma
D8777	—	—	firma
D8793	—	—	firma
D8903	—	—	firma
D9203	—	—	firma
D9435	—	—	firma
D9489	—	—	firma
D9573	—	—	firma
D9663	—	—	firma
D9865	—	—	firma
DDD Land Administration	estudos-ontologias/onto-modelos	paper	firma
DMBOK	arquiteturas/arquitetura-dados	guia	firma
DOC-CGGPP-Guia de integracao dos Sistemas Eletronicos de Frequencia com SIAPE_v1.9 2	governo-digital/sistemas-federais-br	guia	firma
DPO Guide	seguranca-privacidade/seg-dados-privacidade	guia	firma
Data Governance (2nd)	arquiteturas/arquitetura-dados	livro	firma
Data Mesh	arquiteturas/arquitetura-dados	livro	firma
Data Privacy_ A runbook for engineers -- Nishant Bhajaria; Safari, an O'Reilly Media Company -- 1st edition, Erscheinungsort nicht ermittelbar, 2022 -- isbn13 9781617298998 -- aa22bf7c2d66aed12e9026e36074222b -- Anna’s Archive	—	—	firma
Data-driven-Digital-Innovation-to-Strengthen-Integrity-TCUs-Payroll-Oversight-in-Brazil	governo-digital	relatorio	firma
Dense Passage Retrieval for Open-Domain Question Answering	ia/ia-rag	paper	firma
Derrida - Structure, Sign, and Play in the Discourse of the Human Sciences	—	—	pessoal
Design Rules, Vol_ 1_ The Power of Modularity -- Carliss Y_ Baldwin and Kim B_ Clark -- Cambridge, Mass, Massachusetts, 2000 -- The MIT Press -- isbn13 9780262024662 -- e80e4f069b7d363a497951720d929652 -- Anna’s Ar	—	—	firma
Design Thinking Bootleg	produtos-digitais/product-design	livro	firma
Design for How People Learn (Eva Spring's Library) -- Dirksen, Julie -- Pearson Education Limited (US titles), [N_p_], 2011 -- New Riders Publishing -- isbn13 9780132693721 -- ef4c3eb26dd29ef03335c587d41b7f45 -- Anna’s Archive	—	—	firma
Designing Data-Intensive Applications (Kleppmann) - annas-archive	—	—	firma
Designing Interfaces Patterns for Effective Interaction Design - 3rd Edition - Jenifer Tidwell, Charles Brewer, Aynne Valencia - O'Reilly Media (2020)	—	—	firma
Diagnostic Model for IT Governance Assessment in Federal Public Universities (2025) - RAC	—	—	firma
Digital Forensics Processing and Procedures_ Meeting the Requirements of ISO 17020, ISO 17025, ISO 27001 and Best Practice Requirements (2013, Syngress)	seguranca-privacidade/seg-deteccao-resposta	livro	firma
Diplomacia_da_Ruptura.pdf	—	—	pessoal
Dirty Rotten Strategies_ How We Trick Ourselves and Others -- Ian I_ Mitroff and Abraham Silvers -- High Reliability and Crisis Management, Stanford, -- isbn13 9780804759960 -- b7b677c7717793805ee55a1805c43049 -- Anna’s Archive	—	—	firma
Dissertacao Ana Carolina Paes-Mestrado	—	—	firma
Dissertacao-SW_Livre_nas_empresas-Amir_Saleh-Internet-040421	—	—	firma
Dissertação Bruno Rebello com ficha catalográfica	—	—	firma
Distributed Description Logics	estudos-ontologias/onto-engenharia	paper	firma
Domain-Driven Design	arquiteturas/design-dominios	livro	firma
Don't Make Me Think, Revisited_ A Common Sense Approach to -- Krug, Steve -- Voices That Matter, 3rd Edition, 2013 -- chenjin5_com 万千书友聚集地 -- 8829b1f4be50f8eec5fbb20f207ebe55 -- Anna’s Archive	—	—	firma
Doutrina-da-Atividade-de-Inteligencia-2023	—	—	firma
Drucker-2006-The-Effective-Executive-The-Definitive-Guide-to-Getting-the-Right-Things-Done	—	—	firma
Dwork & Roth — The Algorithmic Foundations of Differential Privacy	seguranca-privacidade/seg-dados-privacidade	livro	firma
E-Ciber	—	—	firma
EARQV203MAI2022	—	—	firma
EDPB_guidelines_202007_controllerprocessor_final_en	—	—	firma
ETP pncp 13_2025	—	—	firma
Economics - A User_s Guide - Pelican_s Guide to Economics	—	—	pessoal
Effective context engineering for AI agents _ Anthropic	—	—	firma
Efficient and robust approximate nearest neighbor search using Hierarchical Navigable Small World graphs	ia/ia-rag	paper	firma
Empowered	produtos-digitais/product-management	livro	firma
Enterprise Integration Patterns_ Designing, Building, and -- Gregor Hohpe, Bobby Woolf -- 1, FR, 2003 -- Programming Simplicity, LLC; Addison-Wesley -- isbn13 9780133065091 -- f175d067fc8c629bc4adc4f389e2205a -- Anna’s Archive	—	—	firma
Escaping the build trap _ how effective product management -- Melissa Perri -- Business book summary, First edition, Sebastopol, CA, 2018 -- O'Reilly -- isbn13 9781491973790 -- 2045057266451ca90d62b3d5c1382142 -- Anna’s Archive	—	—	firma
Essai sur l'application de l'analyse à la probabilité des décisions rendues à la pluralité des voix	ia/ia-fundamento	apresentacao	firma
Essential-Kanban-Condensed-v1.0.0	—	—	firma
Estudo de caso: CAR/SICAR	governo-digital/sistemas-federais-br	estudo-de-caso	firma
Estudo de caso: CadÚnico	governo-digital/sistemas-federais-br	estudo-de-caso	firma
Estudo de caso: Caixa Tem	governo-digital/sistemas-federais-br	estudo-de-caso	firma
Estudo de caso: Estaleiro	governo-digital/sistemas-federais-br	estudo-de-caso	firma
Estudo de caso: Pix	governo-digital/sistemas-federais-br	estudo-de-caso	firma
Estudo de caso: RNDS	governo-digital/sistemas-federais-br	estudo-de-caso	firma
Estudo de caso: SIGEPE	governo-digital/sistemas-federais-br	estudo-de-caso	firma
Estudo de caso: SPED	governo-digital/sistemas-federais-br	estudo-de-caso	firma
Estudo de caso: Urna	governo-digital/sistemas-federais-br	estudo-de-caso	firma
Estudo de caso: gov.br	governo-digital/sistemas-federais-br	estudo-de-caso	firma
Events_as_Entities_in_Ontology-Driven_Co	estudos-ontologias/onto-fundamento	paper	firma
Executive_s guide to COSO internal controls _ understanding and implementing the new framework-John Wiley and Sons (2014)	estado-organizacoes	livro	firma
Expanded Data Architecture Cheat Sheet	—	—	firma
ExpressoBR	—	—	firma
FastingGuide22	—	—	pessoal
Fichamento: Agentes — o leito de rocha	ia/ia-agente	fichamento	firma
Fichamento: Andrews, Pritchett & Woolcock — Building State Capability	estado-organizacoes/capacidade-estatal	fichamento	firma
Fichamento: Arquétipo 1 — extração/estruturação	ia/ia-produto	fichamento	firma
Fichamento: Casos OntoUML no setor público	estudos-ontologias/onto-modelos	fichamento	firma
Fichamento: Claude Code — orquestrador como painel de política	ia/ia-integracao	fichamento	firma
Fichamento: Modelos de embedding candidatos	ia/ia-rag	fichamento	firma
Fichamento: Modelos e estruturas de raciocínio	ia/ia-fundamento	fichamento	firma
Fichamento: Multi-agente	ia/ia-integracao	fichamento	firma
Fichamento: O contrato do espaço vetorial	ia/ia-rag	fichamento	firma
Fichamento: RAG na prática — a perna de indexação	ia/ia-rag	fichamento	firma
Fichamento: Skills	ia/ia-harness	fichamento	firma
Fichamento: Verificação de genealogia	estudos-ontologias/onto-fundamento	fichamento	firma
Final_ OpenID Connect Core 1.0 incorporating errata set 2	—	—	firma
Fire-and-Fury-Michael-Wolff-1-capitulo	—	—	pessoal
FitSM-0_Overview_and_vocabulary_V3.0.1	—	—	firma
FitSM-1_Requirements_V3.0.1	—	—	firma
FitSM-2_Process_activities_and_implementation_V3.0.2	—	—	firma
FitSM-3_Role_Model_V3.0.1_en	—	—	firma
FitSM5-Guide-identifying-services-3.0-Google-Docs	—	—	firma
FitSM_Guide_Achieving_compliance_with_ISO_IEC_20000-1	—	—	firma
FitSM_Guide_ITSM_documentation_checklist_1.0	—	—	firma
FitSM_Guide_Specifying_Services_v1.0	—	—	firma
Foundational Principles of Enterprise Business Architecture Methodology	arquiteturas	paper	firma
Fundamentals of Data Engineering	engenharia-software/engenharia-dados	livro	firma
Fundamentals of Software Architecture (2025)	arquiteturas/arquitetura-software	livro	firma
GDPR e LGPD - Comparativo Parte I (Jose Belo)	seguranca-privacidade/seg-dados-privacidade	paper	firma
GEO - História da Geografia - Resumo	—	—	pessoal
GEO - Milton Santos - Por uma outra Globalização	—	—	pessoal
GOVERNANCA_DIGITAL_plataformas_de_internet__soberania_digital_e_IA_ebook	—	—	firma
GUIA_PRATICO_DE_GESTAO_DE_PROCESSOS	—	—	firma
Game Theory	—	—	pessoal
Gaver - Technology Affordances	—	—	firma
George_Polya_How_To_Solve_It_	—	—	firma
Getting Things Done	—	—	firma
Good strategy, bad strategy _ the difference and why it -- Richard P_ Rumelt -- Main, 2021 -- Profile Books Limited -- isbn13 9781846684807 -- af0919a10e317b4f457b70bdb355f55e -- Anna’s Archive	—	—	firma
GovHub_um_guia_pratico	—	—	firma
Guia ANPD - Hipóteses legais de tratamento de dados pessoais - Legítimo Interesse	—	—	firma
Guia ANPD de Segurança da Informação para agentes de pequeno porte	—	—	firma
Guia ANPD para Tratamento de dados pessoais para fins acadêmicos e para a realização de estudos e pesquisas	—	—	firma
Guia Técnico de Gestão Estratégica (ENAP, 2021)	estado-organizacoes	guia	firma
Guia de Dados Abertos	governo-digital/padroes-integracao	guia	firma
Guia de PDTIC do SISP v2.1	—	—	firma
GuiadeMonitoramentoeAvaliacaodaEstrategia2025	—	—	firma
Guidelines on shaping pseudonymisation according to GDPR provisions	—	—	firma
HB - A-DIPLOMACIA-NA-CONSTRUÇÃO-DO-BRASIL-RICUPERO	—	—	pessoal
HB - Manual_de_Historia_do_Brasil - João Daniel	—	—	pessoal
HB-PI - SARAIVA, José Flávio Sombra. História das Relações Internacionais Contemporâneas	—	—	pessoal
Hamel Husain - LLM Evals FAQ (snapshot 2026-08-01)	—	—	firma
Heuristic_Summary1_A4_compressed	—	—	firma
How Learning Works _ Seven Research-Based Principles for -- Susan A_ Ambrose, Michael W_ Bridges, Michele DiPietro, -- Wiley Desktop Editions, 1, 2010 -- isbn13 9780470484104 -- 4b7b5c09853892e3eb2b565bf8a1842a -- Anna’s Archive	—	—	firma
IBGC Orienta_RiscosCiberneticos-1	—	—	firma
IBGC Segmentos -  Governança Corporativa para Startups _ Scale-ups	—	—	firma
IBGC_Artigo Sustentabilidade nos Conselhos_versão_final	—	—	firma
IC-Tech-Specs-for-Const-and-Mgmt-of-SCIFs-v15	—	—	firma
ICD-503	—	—	firma
II_ManualdePadroesparaIniciacaodoPix	governo-digital	guia	firma
IMUNO-ONTO: Um Modelo Ontológico Baseado na UFO para o Domínio Imunobiológico	estudos-ontologias/onto-modelos	paper	firma
IN GSI/PR nº 1/2020	seguranca-privacidade/seg-governanca-controles	instrucao-normativa	firma
IN GSIPR 04 2020	seguranca-privacidade	instrucao-normativa	firma
IN SGD_ME 94	—	—	firma
IN SGD_ME Nº 1	—	—	firma
IN SGP-ENAP-SEDGG 21	—	—	firma
IN01_GSIPR	—	—	firma
IN02 GSIPR	seguranca-privacidade	instrucao-normativa	firma
IN03 GSIPR	seguranca-privacidade/seg-cripto	instrucao-normativa	firma
IN22 ITI	seguranca-privacidade/seg-cripto	instrucao-normativa	firma
IN35 ITI	seguranca-privacidade/seg-cripto	instrucao-normativa	firma
IN_SGP-ENAP_MGI__11- 2024__Altera_IN 21-2021_PNDP	—	—	firma
IRM-Report-ISO-31000-2018-v3	estado-organizacoes	relatorio	firma
ISC2 CISSP Certified Information Systems Security Professional Official Study Guide (Sybex Study ...{Mike Chapple, James Michael Stewart, Darril Gibson}(2024, Sybex){105346320} libgen.li	seguranca-privacidade	livro	firma
ISO 22301 — Business Continuity	seguranca-privacidade/seg-deteccao-resposta	norma-tecnica	firma
ISO 27001	—	—	firma
ISO 31000:2018 — Risk Management	seguranca-privacidade/seg-governanca-controles	norma-tecnica	firma
ISO 8000-110:2009 — Master Data Quality	engenharia-software/engenharia-dados	norma-tecnica	firma
ISO 9241-210:2019 — Human-Centred Design	produtos-digitais/product-design	nota-tecnica	firma
ISO/IEC 25012:2008 — Data Quality Model (SQuaRE)	engenharia-software/engenharia-dados	norma-tecnica	firma
ISO/IEC 27000	seguranca-privacidade/seg-governanca-controles	vocabulario	firma
ISO/IEC 27001:2022	seguranca-privacidade/seg-governanca-controles	norma-tecnica	firma
ISO/IEC 27002:2013	seguranca-privacidade/seg-governanca-controles	guia	firma
ISO/IEC 27701 (privacidade)	seguranca-privacidade/seg-dados-privacidade	norma-tecnica	firma
ISO/IEC 42001:2023 — AI Management System	ia/ia-integracao	framework	firma
ISO31000_2018	—	—	firma
